@relation reviews


@attribute word_len real
@attribute length_dev real
@attribute pos_adj real
@attribute pos_verb real
@attribute url integer
@attribute frist real
@attribute is_extreme integer
@attribute filtered integer	



@data
4.5,0.6722173531989483,0.0821917808219178,0.0547945205479452,0,0.0,1,0
3.772727272727273,0.09027169149868536,0.0,0.04,0,0.49355432780847147,1,0
3.5096153846153846,0.4084136722173532,0.06722689075630252,0.05042016806722689,0,0.5700615174299385,1,0
4.830882352941177,0.6932515337423313,0.10416666666666667,0.034722222222222224,0,0.2721518987341772,0,0
4.279220779220779,0.7011393514461,0.07878787878787878,0.05454545454545454,0,0.18344827586206897,0,0
4.05,0.6126205083260298,0.08441558441558442,0.07792207792207792,0,0.1799163179916318,0,0
4.983333333333333,0.3137598597721297,0.12307692307692308,0.0,0,0.052060737527114966,0,1
4.031847133757962,0.6958808063102542,0.08235294117647059,0.047058823529411764,0,0.5486166007905139,0,0
4.7898550724637685,0.6976336546888694,0.14285714285714285,0.03571428571428571,0,0.4453632604843473,0,0
4.142857142857143,0.64943032427695,0.10493827160493827,0.043209876543209874,0,0.20481927710843373,0,0
3.8012048192771086,0.6950043821209465,0.06395348837209303,0.05232558139534884,0,0.11764705882352941,1,0
4.524137931034483,0.6906222611744084,0.14465408805031446,0.031446540880503145,0,0.1493570722057369,0,1
3.6666666666666665,0.23049956178790534,0.04838709677419355,0.04838709677419355,0,0.25,0,0
4.181818181818182,0.6976336546888694,0.07317073170731707,0.024390243902439025,0,0.5486166007905139,0,0
4.585714285714285,0.34005258545135847,0.039473684210526314,0.0,0,0.14705882352941177,1,0
4.223684210526316,0.6958808063102542,0.07228915662650602,0.04819277108433735,0,0.03535353535353535,0,0
4.120567375886525,0.6187554776511832,0.11258278145695365,0.08609271523178808,0,0.09859154929577464,1,0
4.377483443708609,0.7020157756354075,0.0880503144654088,0.05660377358490566,0,0.125,0,0
3.857142857142857,0.028921998247151623,0.0,0.0,0,0.19672131147540983,0,0
4.185185185185185,0.3654688869412796,0.09090909090909091,0.03409090909090909,0,0.23821765209940018,0,0
4.049180327868853,0.26818580192813324,0.11940298507462686,0.05970149253731343,0,0.0625,1,0
3.950920245398773,0.7011393514461,0.05917159763313609,0.07100591715976332,0,0.06557377049180328,0,0
4.351851851851852,0.5039439088518843,0.09243697478991597,0.05042016806722689,0,0.28969957081545067,1,0
3.627450980392157,0.2007011393514461,0.07272727272727272,0.01818181818181818,0,0.29283489096573206,1,0
4.18,0.45135845749342685,0.05714285714285714,0.047619047619047616,0,0.10869565217391304,1,0
4.033333333333333,0.12883435582822086,0.20588235294117646,0.029411764705882353,0,0.16447368421052633,0,1
4.28476821192053,0.6950043821209465,0.08695652173913043,0.043478260869565216,0,0.19955654101995565,0,0
4.012820512820513,0.3409290096406661,0.04819277108433735,0.024096385542168676,0,0.10271317829457365,0,0
4.136645962732919,0.7055214723926381,0.06557377049180328,0.06557377049180328,0,0.5317919075144508,0,0
7.714285714285714,0.05258545135845749,0.2222222222222222,0.0,0,0.09259259259259259,1,1
4.228070175438597,0.5205959684487291,0.09448818897637795,0.06299212598425197,0,0.2757417102966841,0,0
4.7176470588235295,0.42418930762489043,0.13541666666666666,0.03125,0,0.49683544303797467,0,0
4.05625,0.7028921998247152,0.09142857142857143,0.03428571428571429,0,0.17847025495750707,0,0
4.758620689655173,0.14198071866783524,0.06060606060606061,0.030303030303030304,0,0.16538461538461538,1,0
4.720588235294118,0.33917616126205086,0.07692307692307693,0.07692307692307693,0,0.48936170212765956,0,0
4.494736842105263,0.44785276073619634,0.09345794392523364,0.037383177570093455,0,0.136986301369863,1,1
3.864406779661017,0.24802804557405783,0.09090909090909091,0.030303030303030304,0,0.07344632768361582,1,0
4.130769230769231,0.5740578439964943,0.10416666666666667,0.027777777777777776,0,0.20422535211267606,1,0
4.405797101449275,0.32427695004382123,0.16666666666666666,0.013888888888888888,0,0.5700615174299385,1,0
3.805084745762712,0.49517966695880805,0.13178294573643412,0.05426356589147287,0,0.03076923076923077,0,0
4.228758169934641,0.6967572304995618,0.0875,0.03125,0,0.367112810707457,0,0
3.9304347826086956,0.4925503943908852,0.09166666666666666,0.058333333333333334,0,0.05,0,1
3.838709677419355,0.3838737949167397,0.06862745098039216,0.058823529411764705,0,0.0465587044534413,0,0
3.8982035928143715,0.7002629272567923,0.055865921787709494,0.0670391061452514,0,0.06542056074766354,0,0
4.467741935483871,0.294478527607362,0.08695652173913043,0.057971014492753624,0,0.14225941422594143,0,0
4.169811320754717,0.2366345311130587,0.1724137931034483,0.05172413793103448,0,0.22713864306784662,0,0
4.375,0.4084136722173532,0.0967741935483871,0.06451612903225806,0,0.2786596119929453,0,0
5.119047619047619,0.44872918492550395,0.08695652173913043,0.03260869565217391,0,0.052060737527114966,0,0
4.589743589743589,0.37773882559158634,0.09411764705882353,0.047058823529411764,0,0.13073394495412843,1,0
4.139344262295082,0.5477651183172656,0.07518796992481203,0.03007518796992481,0,0.13073394495412843,0,0
3.8682634730538923,0.7037686240140227,0.12290502793296089,0.05027932960893855,0,0.18421052631578946,0,0
4.470588235294118,0.4776511831726556,0.14285714285714285,0.044642857142857144,0,0.1262135922330097,0,0
4.27027027027027,0.5021910604732691,0.0782608695652174,0.034782608695652174,0,0.18344827586206897,0,0
4.456140350877193,0.5416301489921121,0.09523809523809523,0.03968253968253968,0,0.11564625850340136,0,0
4.188679245283019,0.4794040315512708,0.04504504504504504,0.04504504504504504,0,0.6153846153846154,0,0
3.8154761904761907,0.7002629272567923,0.09714285714285714,0.045714285714285714,0,0.008130081300813009,0,0
4.407407407407407,0.1270815074496056,0.125,0.125,0,0.16666666666666666,0,0
4.233766233766234,0.6976336546888694,0.044585987261146494,0.025477707006369428,0,0.09583333333333334,0,1
